h3,addresses
85818eb7fffffff,1164
85819d13fffffff,113
85802a87fffffff,5467
85818a23fffffff,595
85818b43fffffff,3032
858199a3fffffff,4736
8549a8abfffffff,1962
8549a353fffffff,1277
8549a347fffffff,1361
85498d3bfffffff,316
85498d63fffffff,294
85498d6ffffffff,1691
8549888bfffffff,1423
854988c7fffffff,606
85498807fffffff,566
854995a3fffffff,269680
856d32bbfffffff,31037
856d3287fffffff,516
856d302ffffffff,945
856d3637fffffff,1532
856d3673fffffff,1252
856d360ffffffff,444
85499487fffffff,2964
85456da3fffffff,159532
856d35bbfffffff,44721
856d35a3fffffff,10064
8529a61bfffffff,15518
85485857fffffff,2278
85485babfffffff,189
85485b57fffffff,983
8529b4b3fffffff,4
8548e93bfffffff,24
8529b443fffffff,116
8548e92bfffffff,26
8528068ffffffff,695
8528062ffffffff,1643
8529a86bfffffff,16067
8529ae7bfffffff,250
852833cbfffffff,14368
8528322bfffffff,8518
8529a94ffffffff,2479
8529aba7fffffff,3989
8529a82ffffffff,407
85281e3bfffffff,672
8528186ffffffff,259
85281a17fffffff,32
85281327fffffff,70
8528136ffffffff,9
85281ad3fffffff,120
85281a53fffffff,400
8528a993fffffff,543
85281a27fffffff,7008
85281b0ffffffff,801
8548853bfffffff,209
854850dbfffffff,34
8548e597fffffff,275
8548e5c7fffffff,876
8548f383fffffff,7
8548a23bfffffff,51329
8548a27bfffffff,175
854884c7fffffff,334
8548841bfffffff,442
8548a257fffffff,16572
854884dbfffffff,838
8548b103fffffff,335
8548b147fffffff,1240
8548b16bfffffff,64
85488643fffffff,12
85488aaffffffff,190
85488aabfffffff,9
8526db7bfffffff,839
8526da27fffffff,31
8526dba3fffffff,165
85489bb3fffffff,612
8526d963fffffff,185
85489b23fffffff,699
8526dbd3fffffff,1028
8526d86ffffffff,123
8526de37fffffff,49
8526d8abfffffff,121
8526d8b3fffffff,1030
8526d903fffffff,141
8526d913fffffff,1606
8526ca4ffffffff,683
85489b9bfffffff,341
8526c837fffffff,19227
8526c97bfffffff,4611
8526c90bfffffff,6683
8548d88ffffffff,2595
8548d837fffffff,626
8548d857fffffff,2197
8548dbb3fffffff,36
8548d86ffffffff,10332
8548da93fffffff,202
8548da13fffffff,157
8526d2c3fffffff,23
85268b6bfffffff,233
8526d34ffffffff,18408
8526d20ffffffff,3757
8526d223fffffff,42
8526de47fffffff,1424
8526de1bfffffff,130
8526ded7fffffff,146
8526d317fffffff,377
8526d10bfffffff,46
8526d293fffffff,12
8526d2b7fffffff,1
8526d623fffffff,21
8526d60bfffffff,5
8526d6a3fffffff,1690
8526e3d7fffffff,15869
8526e1cffffffff,88
8526e073fffffff,684
8526e053fffffff,667
8526e63bfffffff,230
8526e0b7fffffff,501
8526e183fffffff,2067
8526e197fffffff,360
8526e57bfffffff,528
8526018bfffffff,3147
852601bbfffffff,1129
85260187fffffff,498
85260563fffffff,8
852605dbfffffff,24
85262303fffffff,12
85260b77fffffff,1296
85260b33fffffff,13
85260b13fffffff,2764
85260d67fffffff,944
85260993fffffff,492
85260d27fffffff,651
85267253fffffff,1342
8526720bfffffff,14
852608cffffffff,1408
85260893fffffff,3612
85260d5bfffffff,901
85260c03fffffff,572
85260c17fffffff,6402
85260cabfffffff,574
85260cb7fffffff,2554
85262b4ffffffff,464
85260da7fffffff,1315
85267647fffffff,1653
850c460bfffffff,21
850c717bfffffff,1
850c7293fffffff,89
850c762ffffffff,2
850c624bfffffff,52
850d5a8bfffffff,4
850d585bfffffff,393
851391cffffffff,42
85138673fffffff,12738
850d4bd3fffffff,1
8513b573fffffff,1
850d4c93fffffff,1
8528f10ffffffff,1476
8528f177fffffff,694
85129b27fffffff,130
8528ddc7fffffff,19
8528d883fffffff,1012
8528d817fffffff,490
8528dc6bfffffff,2389
8512946bfffffff,1
85129477fffffff,22
8512864bfffffff,13
8512b077fffffff,12
8512b023fffffff,8
85129c23fffffff,8
85129d87fffffff,399
85128a87fffffff,2
8512a217fffffff,3
8512a36bfffffff,1289
8512a347fffffff,35
851281abfffffff,39
8512ab5bfffffff,123
8512aaa3fffffff,38
8512ec4ffffffff,1227
8512ec2bfffffff,301
8512e053fffffff,2
8512e0affffffff,8
85121923fffffff,2
8512e6b3fffffff,53
85121927fffffff,10
8512e4cffffffff,27
85120a43fffffff,1612
85120a47fffffff,58
8512e49bfffffff,3
8512e1dbfffffff,21
8512e12ffffffff,3784
8512e0a7fffffff,126
8512e577fffffff,5
8512e523fffffff,132
8512e137fffffff,47250
8512eccbfffffff,231002
8566e6dbfffffff,3011
8566e6d3fffffff,1643
85450d17fffffff,490
85450c2ffffffff,1350
8544a1b3fffffff,22
8544ec6bfffffff,26989
8544e89bfffffff,2360
8544e8cffffffff,1080
8544e8affffffff,51403
85445a4ffffffff,1831
8544e9a3fffffff,5471
85264b2bfffffff,96
85264003fffffff,2541
85264097fffffff,2399
852645c3fffffff,1211
852645d3fffffff,3632
85264433fffffff,1134
852645a7fffffff,4824
85266ad3fffffff,2416
8544cacffffffff,4815
8544ca33fffffff,16342
852663abfffffff,838
852663b7fffffff,10760
852662a3fffffff,1530
85266057fffffff,806
852a9677fffffff,3222
8526654bfffffff,2250
852664a7fffffff,1285
8526658ffffffff,1517
85274b63fffffff,4999
85274b77fffffff,6763
852aa34ffffffff,748
852ab14ffffffff,2893
852b986ffffffff,57456
852ad3d7fffffff,2685
852b898bfffffff,9968
852b8983fffffff,3992
852b8997fffffff,4193
852b8d7bfffffff,6839
852b8d47fffffff,1337
852b8e2ffffffff,1211
852b88cffffffff,666
852b8e13fffffff,7449
852b8ec3fffffff,2565
852b8e8bfffffff,3643
852b8dcbfffffff,3897
852b8caffffffff,2486
852a3047fffffff,76460
85391e33fffffff,41558
85391e37fffffff,4897
853918c3fffffff,8167
853918d3fffffff,6966
85391c57fffffff,3514
85391c13fffffff,940
8539561bfffffff,257
85395617fffffff,6005
85392053fffffff,24968
853920c7fffffff,31674
8539208ffffffff,5269
85392017fffffff,5420
85392b93fffffff,5713
853928affffffff,5060
85392943fffffff,4182
85392973fffffff,1691
85392957fffffff,4985
85390d4ffffffff,2329
853909d3fffffff,2188
85390907fffffff,143
853909bbfffffff,1560
85390997fffffff,2195
85390d87fffffff,2042
853972c3fffffff,800
853954dbfffffff,1482
85395457fffffff,22657
853954c3fffffff,5704
853954c7fffffff,13560
852b8cc3fffffff,2212
852b8cd3fffffff,3006
852b81a7fffffff,27380
850e48cffffffff,1
852b1ea7fffffff,922
852b1c73fffffff,267
852b1cb3fffffff,13814
852b1c83fffffff,483
852b1ccbfffffff,1163
852b11a7fffffff,857
852b0333fffffff,1246
852b0313fffffff,19
852b0223fffffff,94
852b0287fffffff,392
852b02c7fffffff,106
852b067bfffffff,314
852b0643fffffff,300
852b0ed3fffffff,217
852b0027fffffff,1107
852b000ffffffff,1932
852b01dbfffffff,1222
852b008ffffffff,11200
85187123fffffff,3978
85186267fffffff,40772
851871abfffffff,10875
85b9114ffffffff,154
85b913b7fffffff,62
85b9154bfffffff,90
85b91087fffffff,332
85b9162ffffffff,170
85b9104bfffffff,5675
85be4937fffffff,8143
85be4933fffffff,3810
85be4983fffffff,65
85be4d63fffffff,74
85be4d8bfffffff,50
85be4dc7fffffff,100
85be4823fffffff,87
85b91697fffffff,154175
85be6267fffffff,773
85be6273fffffff,30
85be4caffffffff,162
85be4ca3fffffff,2
85be4c0ffffffff,72
85be4857fffffff,62
85be48cbfffffff,322
85be4187fffffff,68
85be4163fffffff,225
85be416ffffffff,125
85be4ec7fffffff,75
85be4ecffffffff,26
85be487bfffffff,19
85be486bfffffff,158
85be4abbfffffff,3
85be4a8ffffffff,6
85be4e0bfffffff,21
85be4a0ffffffff,23
85be4a0bfffffff,11
85be4a1bfffffff,5
85be5d97fffffff,384
85be4307fffffff,362
85be4363fffffff,5
85be5d3bfffffff,1
85be5d57fffffff,1
85be40abfffffff,163
85be4033fffffff,82
85be400ffffffff,1966
85be408ffffffff,82
85be402ffffffff,38
85be46a3fffffff,3407
85bece6bfffffff,1
85becb43fffffff,2
85becb5bfffffff,1
859d64a7fffffff,1
859d6493fffffff,2
859d643bfffffff,5
859d6443fffffff,1
85bed923fffffff,5
859d75b7fffffff,5
859d75affffffff,6
85bedbaffffffff,2
85bedb9bfffffff,12
85bedb13fffffff,4
859d665bfffffff,3
85bedb57fffffff,7
859d6263fffffff,4
859d71b7fffffff,4
859d752bfffffff,313
859d7183fffffff,2
859d7567fffffff,5
859d71bbfffffff,2
859d713bfffffff,2
859d75c3fffffff,3
859d75cffffffff,225
859d742ffffffff,2
859d74bbfffffff,5
859d7087fffffff,4
859d70b3fffffff,2
859d7007fffffff,1
859d747bfffffff,1
85be5033fffffff,50
85be50c7fffffff,418
85be5293fffffff,51
85be52a7fffffff,15
85bee5affffffff,67
85be0b67fffffff,666
85bee59bfffffff,1502
85beec97fffffff,7
85beeccffffffff,109
85bee12ffffffff,16
85bee173fffffff,4
85bee19bfffffff,18
85bee027fffffff,44
85be0b13fffffff,413
85be0bc3fffffff,318
85bee4b7fffffff,9419
85bee4affffffff,359
85bb2b57fffffff,107
85bb0d97fffffff,2180
85bb0d03fffffff,1309
85bb0dd3fffffff,3775
85bb0dc7fffffff,319
85bb514bfffffff,1231
85bb5167fffffff,182
85bb53a3fffffff,14619
85bb58dbfffffff,535
85bb5e0bfffffff,143
85bb726ffffffff,59
85bb54c3fffffff,161
85bb5413fffffff,92
85bb54c7fffffff,137
85bb09abfffffff,46
85bb0967fffffff,499
85bb0957fffffff,788
85bb080ffffffff,62
85bb0963fffffff,69
85395cbbfffffff,8363
8539628bfffffff,711
851f924ffffffff,686
851f920bfffffff,246
851f920ffffffff,1310
85396c8ffffffff,5974
85396d13fffffff,4265
851f9323fffffff,5126
851f9e47fffffff,94
851f9e7bfffffff,4153
851e9b63fffffff,19240
853f35d7fffffff,109704
85186d13fffffff,4987
851fb26ffffffff,4922
851fb203fffffff,1786
851fb217fffffff,6059
851fb28ffffffff,2056
851fb443fffffff,17394
851fb107fffffff,2141
851fb1a7fffffff,2801
851fa26ffffffff,3671
851f9937fffffff,47827
851ea4dbfffffff,12445
851ea44bfffffff,55
851f99b3fffffff,3670
851f9d13fffffff,3810
851fa233fffffff,8827
851fa3c3fffffff,10306
85194d8bfffffff,62213
851969d7fffffff,41765
85196817fffffff,10148
851968b3fffffff,1837
85196d73fffffff,15267
851fa083fffffff,46554
851f12c7fffffff,30095
851f12d3fffffff,16449
851f3177fffffff,24126
851f15a3fffffff,46994
851e103bfffffff,9430
851e1153fffffff,6152
851e1113fffffff,557
851e1573fffffff,1398
851e226bfffffff,8895
851e05d3fffffff,27699
851e05cffffffff,15281
851e0517fffffff,14791
851e059bfffffff,12467
851f1d73fffffff,2076
851e2107fffffff,10109
851f2633fffffff,4928
851f26a7fffffff,7507
851f2443fffffff,25
851f205bfffffff,49047
851f22b7fffffff,6608
851f623bfffffff,1001
851f4087fffffff,2978
851f40b7fffffff,1508
851f41d3fffffff,2261
851f4517fffffff,1423
851f4197fffffff,502
851f4537fffffff,774
851120c3fffffff,6820
85112017fffffff,2048
851120abfffffff,2080
8511229bfffffff,4473
85112203fffffff,1312
8511222ffffffff,1181
8511235bfffffff,2514
85112323fffffff,4103
85110583fffffff,2239
8508882ffffffff,1037
854bb1a3fffffff,8486
854bb1b7fffffff,1874
854bb193fffffff,33004
852e61cbfffffff,19091
852e6037fffffff,5055
852e60a7fffffff,98
852e610bfffffff,45970
852e654ffffffff,278
852e6553fffffff,2767
852e60b7fffffff,10342
852e60a3fffffff,52384
852f5b53fffffff,70797
852f5a2ffffffff,185383
852e7483fffffff,78420
85a84aa7fffffff,4
85a84e43fffffff,5
85a85d3bfffffff,26
858b0b23fffffff,7
858b565bfffffff,1
858acc77fffffff,1
858ac863fffffff,25
858add6bfffffff,7
85c2d1a7fffffff,763
85c2d093fffffff,10
85c2d0b3fffffff,2
85c2d013fffffff,1
85c2d623fffffff,19
85c2d07bfffffff,3
85c2d223fffffff,6
85c2dc63fffffff,62
85c2deb7fffffff,20
85c2d89bfffffff,3
85c2dea7fffffff,35
85c2ded7fffffff,13
85c2dec3fffffff,437
85c2da83fffffff,78
85c2d377fffffff,3
85a92cabfffffff,121
85a92dcffffffff,582
85a92c07fffffff,3135
85a92da7fffffff,93
85a92d37fffffff,69
85a92527fffffff,9
85c2d243fffffff,497
85a92cc7fffffff,8732
85a92eb7fffffff,884
85a92127fffffff,156
85a92e93fffffff,268
85a92ec7fffffff,1546
85a92eabfffffff,11088
85a82933fffffff,5616
85a8293bfffffff,731
85a8745bfffffff,70
85a876b7fffffff,36
85a876d7fffffff,3
85a87653fffffff,203
85a87673fffffff,44
85a82caffffffff,793
85a82ddbfffffff,1122
85a82d5bfffffff,6740
85a82eb7fffffff,470
85a82e97fffffff,5064
85a828dbfffffff,1027
85a82813fffffff,2526
85a8284bfffffff,2815
85a82e5bfffffff,1080
85a91babfffffff,1350
85a91b0ffffffff,3777
85a833b7fffffff,2068
85a804bbfffffff,7262
85a8051bfffffff,1260
85a80093fffffff,9384
85a8045bfffffff,1070
85a8046bfffffff,1133
85a8046ffffffff,204
85a80557fffffff,583
85a8050bfffffff,5510
85a81e83fffffff,7998
858b5133fffffff,79050
858b5173fffffff,584
858b4a53fffffff,24
858b5d37fffffff,53
858b5d03fffffff,174
858b5c1bfffffff,32
858b5ccbfffffff,100
858b5c0bfffffff,259
858b5127fffffff,2510
858b589bfffffff,15
858b497bfffffff,421
858b4bb7fffffff,38
858b4873fffffff,35
858b4ab7fffffff,106
858b4ab3fffffff,183
858a64cbfffffff,132
858b5863fffffff,1
858b5b8ffffffff,3
858a6463fffffff,108
858a66b3fffffff,124
858a66a7fffffff,7137
858a7543fffffff,26
858a70b7fffffff,94
858a4093fffffff,89
858a4023fffffff,18
858a400ffffffff,844
858a4063fffffff,15
858a55bbfffffff,36
858a462bfffffff,40
858a404bfffffff,2
858a4acffffffff,58
858a5917fffffff,23
85a8638bfffffff,29
85a862a3fffffff,37
85a8628bfffffff,341
85a86237fffffff,32
85a84497fffffff,59
85a84577fffffff,5
85a84473fffffff,639
85a84547fffffff,18
85a846affffffff,308
85a8408ffffffff,32
85a84113fffffff,83
85a841d3fffffff,89
85a840affffffff,1
85a8403bfffffff,8
85a84387fffffff,3
85a84ed3fffffff,40
85a84333fffffff,9
85a84357fffffff,7
858b180bfffffff,125
858b0a3bfffffff,214
858b19a3fffffff,550
85a81e2bfffffff,346
85a80a4ffffffff,1732
85a8ab3bfffffff,8671
85a8e0cbfffffff,225
85a8e62ffffffff,239
85a8e00bfffffff,1033
85a8e00ffffffff,803
85a8e60ffffffff,228
85a8e2d3fffffff,159
85a8e06bfffffff,543
85a8e3d3fffffff,169
85a8e2bbfffffff,636
85a8e3d7fffffff,21687
85a8e2cffffffff,204
85a8f0b7fffffff,23647
85a8f56ffffffff,1417
858b82d7fffffff,2179
858b95c7fffffff,511
858b957bfffffff,50
858b95dbfffffff,16
858b952ffffffff,8
858b91c3fffffff,53
858bb26ffffffff,44
858b941bfffffff,4
858b94cffffffff,76
85a8c97bfffffff,34
85a8c963fffffff,27
85a8cbdbfffffff,4
85a8cb0ffffffff,91
85a8cb0bfffffff,14
85a8cb73fffffff,2
85a8cb5bfffffff,10
85a8cb47fffffff,19
858164b3fffffff,4
858b909bfffffff,108
858b9063fffffff,52
858b9663fffffff,25
858b928bfffffff,39
85816513fffffff,105
858165dbfffffff,867
85816533fffffff,44
8581650bfffffff,57
8581656ffffffff,2
85a8c57bfffffff,694
85a8c56bfffffff,5222
85a8c0b3fffffff,562
85a8c1d7fffffff,327
858b9c0ffffffff,1757
858b917bfffffff,44
858b914ffffffff,27
858b93abfffffff,33
858b9e33fffffff,308
858b9e57fffffff,30
858b9e4bfffffff,36
858b932ffffffff,25
858b9d63fffffff,16
858b9883fffffff,482
858b9843fffffff,4
858b9e2bfffffff,63
858b9abbfffffff,6
858b9357fffffff,42
85816cb3fffffff,18
85816c13fffffff,874
85816c0bfffffff,29
85816c73fffffff,229
85816107fffffff,12864
85816113fffffff,2
85816c43fffffff,187
85816e9bfffffff,179
85816173fffffff,79
85816e23fffffff,2
85816e57fffffff,129
85816a03fffffff,60
85816acffffffff,86
858ab5dbfffffff,30
858ab4b3fffffff,5
858ab4a3fffffff,7
858ab193fffffff,6
858ab567fffffff,11
858ab397fffffff,10
858ab073fffffff,5
858ab233fffffff,2
858ab64bfffffff,14
85816aabfffffff,4
85814187fffffff,39
85814cd3fffffff,12
858141a7fffffff,1843
85814db7fffffff,2
858ab2d7fffffff,6
85814d17fffffff,45
85814dd7fffffff,34
858ab2cbfffffff,54
85814d2ffffffff,76
85814c37fffffff,188
85814c27fffffff,117
85814887fffffff,46
858149dbfffffff,23
8581630ffffffff,234
8581622ffffffff,40
8581449bfffffff,190
85817537fffffff,57
85817187fffffff,256
8581750bfffffff,124
85817567fffffff,305
8581756ffffffff,156
8581757bfffffff,153
858170a7fffffff,95
85817117fffffff,454
85817133fffffff,256
85804617fffffff,10007
858040cffffffff,3
858070bbfffffff,220
85807297fffffff,12
858072b7fffffff,628
85807307fffffff,2161
85a8a3c7fffffff,8674
85a888dbfffffff,661
85a888c3fffffff,1276
85a888cbfffffff,845
85a88ed3fffffff,4759
85a883abfffffff,102721
85810073fffffff,1031
8581007bfffffff,3112
858102b3fffffff,3049
858102a7fffffff,2349
858102affffffff,6519
85810213fffffff,4653
85810303fffffff,1276
85810373fffffff,12380
85810277fffffff,453
85811c93fffffff,527
85811c9bfffffff,10652
85811cc7fffffff,8461
8581118bfffffff,6689
85810d6ffffffff,738
858108abfffffff,42
858109cffffffff,28
85810803fffffff,1768
85810853fffffff,304
85810e8ffffffff,60
85810e13fffffff,12588
85810e8bfffffff,809
85810e57fffffff,482
85810e23fffffff,125
85810e6bfffffff,277
85811dabfffffff,360
85810b97fffffff,16
858156d3fffffff,6
85810bbbfffffff,453
85810b1bfffffff,1
858156d7fffffff,129
85810b33fffffff,899
85815643fffffff,26
8581564bfffffff,420
858024d7fffffff,3502
85811997fffffff,283
8581036bfffffff,2853
85811c0bfffffff,509
85811c77fffffff,64
85811c7bfffffff,1937
85811d63fffffff,8
8581181bfffffff,1
85811e97fffffff,5993
8581112bfffffff,3989
8581ae37fffffff,12297
85800ca7fffffff,6714
85800caffffffff,2325
85800c03fffffff,1911
85800ccffffffff,640
858001b7fffffff,452
85800137fffffff,771
85800177fffffff,1976
8580017bfffffff,2288
85800e87fffffff,1288
85800ec7fffffff,1731
85800e5bfffffff,2802
8580040ffffffff,375
8580009bfffffff,627
8548329bfffffff,1318
85498d33fffffff,163
8548325bfffffff,79
8549b377fffffff,70610
8549950bfffffff,3594
8549b23bfffffff,3371
856d3233fffffff,16649
85499537fffffff,40102
8529ae97fffffff,4014
8529a8dbfffffff,11883
8529aeaffffffff,546
8529aec7fffffff,783
8529aecffffffff,188
8529ae57fffffff,375
8529a857fffffff,42740
8529ae27fffffff,39960
85283287fffffff,103786
852833c3fffffff,715
85283307fffffff,1599
8529b157fffffff,8065
8529b093fffffff,2
8529b633fffffff,2397
8529b07bfffffff,3
8529b2bbfffffff,6
8529b1abfffffff,858
852986dbfffffff,5
8529b223fffffff,94
85299487fffffff,1
852994abfffffff,1
85298cdbfffffff,11
85299543fffffff,1621
85299087fffffff,4
852991dbfffffff,400
852990affffffff,536
85299033fffffff,2820
8528068bfffffff,3469
85283373fffffff,3508
85283363fffffff,1557
8528334bfffffff,20902
852814b3fffffff,1332
852815c3fffffff,18
8548527bfffffff,385
8548ecd3fffffff,9437
8548e563fffffff,939
8548e19bfffffff,1293
85481973fffffff,126
8548194ffffffff,741
85481bb3fffffff,125
8548e6cbfffffff,579
8548e643fffffff,4153
8548f533fffffff,1512
8548ec03fffffff,458
8548e88bfffffff,3403
8548e803fffffff,2117
8548e12bfffffff,114
8548e8d3fffffff,5215
8548e8cffffffff,24964
8548a6cbfffffff,192
8548a647fffffff,498
8548a64ffffffff,838
8548a663fffffff,3062
8548a2dbfffffff,20248
85499b7bfffffff,2231
85499adbfffffff,1045
8548b08ffffffff,93
8548910ffffffff,1984
85489163fffffff,789
854890a3fffffff,3113
8548903bfffffff,78
8548915bfffffff,1908
854892a7fffffff,457
85489387fffffff,3457
8548935bfffffff,7154
85446973fffffff,10853
8526cba7fffffff,2025
8526cbdbfffffff,119144
8526cbd3fffffff,108932
85446893fffffff,32027
8526d1c7fffffff,1357
8526d18bfffffff,123
8526d56bfffffff,1044
8526d08bfffffff,4488
8526d0b3fffffff,2395
8526d463fffffff,31
8526d423fffffff,48
8548db3bfffffff,1
85268b73fffffff,68
85268b37fffffff,22
85269db7fffffff,32
85268337fffffff,1
85268833fffffff,12
85268ca3fffffff,67
8526d69bfffffff,25
8526d407fffffff,261
8526f05bfffffff,54
85269297fffffff,973
8526906ffffffff,73
8526966bfffffff,32
8526e95bfffffff,1201
8526e947fffffff,2547
8526e9c3fffffff,3307
8526ed4ffffffff,3068
8526e98bfffffff,1991
85265a53fffffff,118
8526468bfffffff,510
8526e6c3fffffff,1203
85261953fffffff,366
85261957fffffff,595
8526182ffffffff,7
852618affffffff,1431
85bec39bfffffff,2
85bec347fffffff,6
85bec343fffffff,2
85bec34ffffffff,3
85bec04bfffffff,3
85bec283fffffff,8
85bec28ffffffff,16
85a90caffffffff,23179
85a90c23fffffff,3283
85a92a7bfffffff,4027
85a90187fffffff,8496
85a901b7fffffff,3127
85a90cd3fffffff,373
85a824a7fffffff,2319
85a90a6ffffffff,108
85a824c3fffffff,345
85a82403fffffff,1691
85a82447fffffff,461
85a825d7fffffff,1615
85a82423fffffff,1620
85a82477fffffff,4025
85a9504bfffffff,1936
85a95217fffffff,4329
85a95223fffffff,1960
85a9522bfffffff,12260
85a91b67fffffff,19550
85a91b6ffffffff,17262
85a83503fffffff,3724
85a8118bfffffff,14106
85a81143fffffff,100678
85a85487fffffff,66
85a85433fffffff,166
85a855cbfffffff,141
85a85423fffffff,44
85a850bbfffffff,1097
85a8508bfffffff,53
85a809a7fffffff,79
85a80827fffffff,80
85a80e17fffffff,524
85a8082bfffffff,8807
85a80873fffffff,735
85a8aea3fffffff,4226
85a8a9a7fffffff,5041
85a8c117fffffff,286
85a8c3c7fffffff,569
85a8c31bfffffff,716
85a8c677fffffff,6555
858b8c97fffffff,134
858b8ccffffffff,5
858b8c43fffffff,71
858b8c6ffffffff,353
858b88dbfffffff,35
858b88c7fffffff,40
858b8e27fffffff,192
858b812ffffffff,65
858b83b7fffffff,44
858b8313fffffff,41
858b8373fffffff,40
858b8363fffffff,241
858b9da3fffffff,514
858b9dc7fffffff,395
858b9d13fffffff,54
858b88a7fffffff,17
858b89c3fffffff,1011
858b88abfffffff,7
858b8823fffffff,3
858b881bfffffff,30
858b8a97fffffff,48
858b9d27fffffff,10
858b9d2ffffffff,76
858b8a2bfffffff,10
858a0643fffffff,3
858a067bfffffff,37
858a1067fffffff,109
858a114bfffffff,9
858a13b3fffffff,5
858a138ffffffff,21
858a12a3fffffff,23
858aa053fffffff,14
858a124bfffffff,24
858aa18ffffffff,66
858aa037fffffff,165
858aa033fffffff,137
858aa297fffffff,256
858a7007fffffff,68
858a7063fffffff,53
858a737bfffffff,1
858a546ffffffff,138
858a560bfffffff,77
858a50cffffffff,23
858ae5b3fffffff,5154
858a52d7fffffff,3230
858ae5abfffffff,106
858a08cbfffffff,51
858a0aa3fffffff,1
858ae493fffffff,22
858ae5dbfffffff,20
858ae0b3fffffff,1
858ae613fffffff,101
858a5073fffffff,36
858a52b3fffffff,229
858a5213fffffff,20
858a5203fffffff,44
858a5257fffffff,22
858a53cffffffff,8
858a5353fffffff,20
858aed67fffffff,65
858ae983fffffff,20
858ae817fffffff,42
858ae52ffffffff,83
858aea97fffffff,19
858ac5dbfffffff,566
858ac54ffffffff,39
858aadb7fffffff,147
858a1e4bfffffff,90
858a1a43fffffff,32
858a1b57fffffff,141
858a1a2bfffffff,18
858af4d3fffffff,28
858af49bfffffff,47
858af43bfffffff,434
858af47bfffffff,695
858aa90bfffffff,113
858aa93bfffffff,18
858aaba3fffffff,496
8580294bfffffff,1960
85802b87fffffff,1400
858076cbfffffff,8133
85807633fffffff,22
85807663fffffff,260
858063b3fffffff,189
85806317fffffff,370
8580622bfffffff,1959
8580630bfffffff,924
85806e53fffffff,1038
8580634bfffffff,1679
85806263fffffff,858
858071bbfffffff,136
85a885affffffff,1605
85a88507fffffff,5892
85a88527fffffff,6622
85a8aa43fffffff,3481
85a895abfffffff,43685
85a89507fffffff,21217
85a89577fffffff,96712
8581005bfffffff,1527
85810057fffffff,5661
858115b7fffffff,1094
858106d3fffffff,254
85813303fffffff,49270
8581332bfffffff,4436
85811507fffffff,7066
858115dbfffffff,9222
858115c7fffffff,5078
85811553fffffff,1570
8581142ffffffff,4169
85811333fffffff,1136
85811ecffffffff,5196
85811e07fffffff,8495
85811e3bfffffff,7103
85811e23fffffff,1324
8581adbbfffffff,549
858119cffffffff,125
8581190bfffffff,385
85811803fffffff,116
85811873fffffff,180
85811863fffffff,499
85811b9bfffffff,2078
8581186bfffffff,7858
85811a8bfffffff,333
8581858ffffffff,5868
85818513fffffff,19740
8581aadbfffffff,8183
858181a7fffffff,4505
85818a1bfffffff,11071
85818ac7fffffff,5882
85818a0ffffffff,1686
85819997fffffff,93412
85818a4ffffffff,5756
